sentence,start_index,stop_index
Il est prévu que je me rende de Perpignan à Avignon.,"(32, 41)","(44, 51)"
Périples de Grenoble à Montreuil.,"(12, 20)","(23, 32)"
Je souhaite me rendre de Rouen à Boulogne-Billancourt.,"(25, 30)","(33, 53)"
Mon voyage débute à Tourcoing et se termine à Paris.,"(20, 29)","(46, 51)"
Escapade de Montpellier à Lyon.,"(12, 23)","(26, 30)"
Je vais de Créteil à Paris.,"(11, 18)","(21, 26)"
Je vais de Toulon à Le Havre.,"(11, 17)","(20, 28)"
Randonnée de Clermont-Ferrand jusqu'à Créteil.,"(13, 29)","(38, 45)"
Voyage sans escale de Lille à Amiens.,"(22, 27)","(30, 36)"
Je projette de quitter Strasbourg pour Saint-Paul.,"(23, 33)","(39, 49)"
Je compte quitter Poitiers pour Nanterre.,"(18, 26)","(32, 40)"
Il est prévu que je me rende de Saint-Denis à Nîmes.,"(32, 43)","(46, 51)"
Je m'apprête à partir de Besançon à Bordeaux.,"(25, 33)","(36, 44)"
Voyage sans escale de Nancy à Nouméa.,"(22, 27)","(30, 36)"
Il est prévu que je me rende de Nanterre à Saint-Paul.,"(32, 40)","(43, 53)"
Mon départ est prévu de Angers à destination de Tourcoing.,"(24, 30)","(48, 57)"
Je compte quitter Tourcoing pour Bordeaux.,"(18, 27)","(33, 41)"
Je compte quitter Tours pour Bordeaux.,"(18, 23)","(29, 37)"
Je dois me déplacer de Saint-Denis à Lyon.,"(23, 34)","(37, 41)"
Je prévois de voyager de Mulhouse à Roubaix.,"(25, 33)","(36, 43)"
J'envisage un déplacement de Avignon à Saint-Paul.,"(29, 36)","(39, 49)"
Mon itinéraire est de Reims à Nice.,"(22, 27)","(30, 34)"
Périples de Strasbourg à Saint-Paul.,"(12, 22)","(25, 35)"
Course rapide de Villeurbanne à Rouen.,"(17, 29)","(32, 37)"
Je souhaite me rendre de Reims à Caen.,"(25, 30)","(33, 37)"
Je pars de Villeurbanne pour arriver à Amiens.,"(11, 23)","(39, 45)"
Je prévois de voyager de Nouméa à Reims.,"(25, 31)","(34, 39)"
Promenade depuis Reims vers Nice.,"(17, 22)","(28, 32)"
Je dois effectuer le trajet de Brest à Metz.,"(31, 36)","(39, 43)"
Je planifie un trajet de Nancy à Vitry-sur-Seine.,"(25, 30)","(33, 48)"
Parti de Toulouse pour atteindre Argenteuil.,"(9, 17)","(33, 43)"
Je compte quitter Annecy pour Vitry-sur-Seine.,"(18, 24)","(30, 45)"
Il est prévu que je me rende de Nanterre à Caen.,"(32, 40)","(43, 47)"
Trajet initial de Caen en direction de Reims.,"(18, 22)","(39, 44)"
Voyage sans escale de Montpellier à Tours.,"(22, 33)","(36, 41)"
Parti de Nancy pour atteindre Nanterre.,"(9, 14)","(30, 38)"
Je planifie de me déplacer de Montreuil vers Strasbourg.,"(30, 39)","(45, 55)"
Départ de Tourcoing pour un voyage direct à Limoges.,"(10, 19)","(44, 51)"
Je planifie un trajet de Créteil à Nanterre.,"(25, 32)","(35, 43)"
Départ de Limoges pour un voyage direct à Argenteuil.,"(10, 17)","(42, 52)"
Je planifie de me déplacer de Rouen vers Toulouse.,"(30, 35)","(41, 49)"
Je vais partir de Amiens à destination de Saint-Étienne.,"(18, 24)","(42, 55)"
Je veux aller de Strasbourg à Besançon.,"(17, 27)","(30, 38)"
Mon intention est de voyager de Limoges à Nancy.,"(32, 39)","(42, 47)"
Départ de Brest pour un voyage direct à Rouen.,"(10, 15)","(40, 45)"
Promenade depuis Aix-en-Provence vers Angers.,"(17, 32)","(38, 44)"
Course rapide de Caen à Bordeaux.,"(17, 21)","(24, 32)"
Il est prévu que je me rende de Nancy à Toulouse.,"(32, 37)","(40, 48)"
Promenade depuis Montreuil vers Saint-Paul.,"(17, 26)","(32, 42)"
Il est prévu que je me rende de Bordeaux à Créteil.,"(32, 40)","(43, 50)"
Parti de Toulouse pour atteindre Nîmes.,"(9, 17)","(33, 38)"
Départ de Toulon à Paris.,"(10, 16)","(19, 24)"
Parti de Dunkerque pour atteindre Limoges.,"(9, 18)","(34, 41)"
J'envisage un déplacement de Aix-en-Provence à Tourcoing.,"(29, 44)","(47, 56)"
Je quitte Nîmes pour Montreuil.,"(10, 15)","(21, 30)"
Je pars de Avignon pour arriver à Argenteuil.,"(11, 18)","(34, 44)"
Odyssée depuis Metz en direction de Paris.,"(15, 19)","(36, 41)"
Parti de Nantes pour atteindre Toulon.,"(9, 15)","(31, 37)"
Odyssée depuis Clermont-Ferrand en direction de Mulhouse.,"(15, 31)","(48, 56)"
Escapade de Vitry-sur-Seine à Nancy.,"(12, 27)","(30, 35)"
Je dois me déplacer de Marseille à Amiens.,"(23, 32)","(35, 41)"
Je veux aller de Amiens à Avignon.,"(17, 23)","(26, 33)"
Je planifie un trajet de Mulhouse à Nancy.,"(25, 33)","(36, 41)"
Je vais partir de Saint-Étienne à destination de Tourcoing.,"(18, 31)","(49, 58)"
Escapade de Caen à Dijon.,"(12, 16)","(19, 24)"
Aventure de Rennes à Le Mans.,"(12, 18)","(21, 28)"
Je commence mon périple à Créteil pour finir à Nanterre.,"(26, 33)","(47, 55)"
Je planifie un trajet de Montpellier à Rennes.,"(25, 36)","(39, 45)"
Mon itinéraire est de Montpellier à Marseille.,"(22, 33)","(36, 45)"
Odyssée depuis Reims en direction de Limoges.,"(15, 20)","(37, 44)"
Je dois me déplacer de Lille à Metz.,"(23, 28)","(31, 35)"
Je planifie un trajet de Poitiers à Rouen.,"(25, 33)","(36, 41)"
Mon départ est prévu de Nouméa à destination de Saint-Denis.,"(24, 30)","(48, 59)"
Je projette de quitter Dunkerque pour Saint-Paul.,"(23, 32)","(38, 48)"
J'envisage un déplacement de Dijon à Saint-Denis.,"(29, 34)","(37, 48)"
Randonnée de Strasbourg jusqu'à Rennes.,"(13, 23)","(32, 38)"
Je planifie un trajet de Mulhouse à Le Havre.,"(25, 33)","(36, 44)"
Je m'apprête à partir de Boulogne-Billancourt à Metz.,"(25, 45)","(48, 52)"
Je pars de Poitiers pour arriver à Tours.,"(11, 19)","(35, 40)"
Je commence mon périple à Dijon pour finir à Bordeaux.,"(26, 31)","(45, 53)"
Je commence mon périple à Metz pour finir à Toulouse.,"(26, 30)","(44, 52)"
Parti de Dijon pour atteindre Metz.,"(9, 14)","(30, 34)"
Voyage sans escale de Angers à Poitiers.,"(22, 28)","(31, 39)"
Mon intention est de voyager de Dijon à Poitiers.,"(32, 37)","(40, 48)"
Course rapide de Grenoble à Saint-Étienne.,"(17, 25)","(28, 41)"
Mon itinéraire est de Marseille à Dunkerque.,"(22, 31)","(34, 43)"
Je quitte Aix-en-Provence pour Nantes.,"(10, 25)","(31, 37)"
J'envisage un déplacement de Grenoble à Dijon.,"(29, 37)","(40, 45)"
Promenade depuis Reims vers Amiens.,"(17, 22)","(28, 34)"
Aventure de Créteil à Marseille.,"(12, 19)","(22, 31)"
Mon départ est prévu de Brest à destination de Grenoble.,"(24, 29)","(47, 55)"
Je planifie de me déplacer de Villeurbanne vers Toulouse.,"(30, 42)","(48, 56)"
Mon voyage débute à Nîmes et se termine à Bordeaux.,"(20, 25)","(42, 50)"
J'envisage un déplacement de Clermont-Ferrand à Aix-en-Provence.,"(29, 45)","(48, 63)"
Je quitte Reims pour Roubaix.,"(10, 15)","(21, 28)"
Il est prévu que je me rende de Le Mans à Nouméa.,"(32, 39)","(42, 48)"
Voyage sans escale de Metz à Toulouse.,"(22, 26)","(29, 37)"
Il est prévu que je me rende de Le Mans à Mulhouse.,"(32, 39)","(42, 50)"
Je commence mon périple à Vitry-sur-Seine pour finir à Nanterre.,"(26, 41)","(55, 63)"
Je quitte Nouméa pour Orléans.,"(10, 16)","(22, 29)"
Course rapide de Villeurbanne à Tours.,"(17, 29)","(32, 37)"
Escapade de Nouméa à Tours.,"(12, 18)","(21, 26)"
Je dois me déplacer de Dijon à Le Havre.,"(23, 28)","(31, 39)"
Départ de Marseille à Clermont-Ferrand.,"(10, 19)","(22, 38)"
Mon itinéraire est de Dijon à Argenteuil.,"(22, 27)","(30, 40)"
Je projette de quitter Le Havre pour Caen.,"(23, 31)","(37, 41)"
Je planifie un trajet de Paris à Clermont-Ferrand.,"(25, 30)","(33, 49)"
Odyssée depuis Orléans en direction de Clermont-Ferrand.,"(15, 22)","(39, 55)"
Odyssée depuis Le Mans en direction de Montreuil.,"(15, 22)","(39, 48)"
Je commence mon périple à Amiens pour finir à Caen.,"(26, 32)","(46, 50)"
Je planifie un trajet de Orléans à Lille.,"(25, 32)","(35, 40)"
Mon itinéraire est de Strasbourg à Paris.,"(22, 32)","(35, 40)"
Mon intention est de voyager de Saint-Étienne à Montpellier.,"(32, 45)","(48, 59)"
Promenade depuis Avignon vers Nouméa.,"(17, 24)","(30, 36)"
J'envisage un déplacement de Saint-Étienne à Rouen.,"(29, 42)","(45, 50)"
Je commence mon périple à Limoges pour finir à Dijon.,"(26, 33)","(47, 52)"
Je planifie de me déplacer de Paris vers Avignon.,"(30, 35)","(41, 48)"
Je vais partir de Amiens à destination de Nouméa.,"(18, 24)","(42, 48)"
Promenade depuis Saint-Denis vers Villeurbanne.,"(17, 28)","(34, 46)"
Je suis en route de Marseille vers Dunkerque.,"(20, 29)","(35, 44)"
Je quitte Toulouse pour Reims.,"(10, 18)","(24, 29)"
J'envisage un déplacement de Grenoble à Argenteuil.,"(29, 37)","(40, 50)"
Mon départ est prévu de Toulon à destination de Grenoble.,"(24, 30)","(48, 56)"
Mon intention est de voyager de Reims à Aix-en-Provence.,"(32, 37)","(40, 55)"
Je pars de Besançon pour arriver à Rennes.,"(11, 19)","(35, 41)"
Trajet initial de Nice en direction de Besançon.,"(18, 22)","(39, 47)"
Je commence mon périple à Dijon pour finir à Nîmes.,"(26, 31)","(45, 50)"
Périples de Angers à Lyon.,"(12, 18)","(21, 25)"
Périples de Orléans à Clermont-Ferrand.,"(12, 19)","(22, 38)"
Je veux aller de Argenteuil à Paris.,"(17, 27)","(30, 35)"
Mon itinéraire est de Nîmes à Le Havre.,"(22, 27)","(30, 38)"
Mon intention est de voyager de Vitry-sur-Seine à Paris.,"(32, 47)","(50, 55)"
Je m'apprête à partir de Toulouse à Boulogne-Billancourt.,"(25, 33)","(36, 56)"
Mon intention est de voyager de Poitiers à Nantes.,"(32, 40)","(43, 49)"
Aventure de Bordeaux à Argenteuil.,"(12, 20)","(23, 33)"
Je m'apprête à partir de Montpellier à Angers.,"(25, 36)","(39, 45)"
Je pars de Argenteuil pour arriver à Tours.,"(11, 21)","(37, 42)"
Course rapide de Tourcoing à Lille.,"(17, 26)","(29, 34)"
Je pars de Bordeaux pour arriver à Dunkerque.,"(11, 19)","(35, 44)"
Odyssée depuis Créteil en direction de Nantes.,"(15, 22)","(39, 45)"
Trajet initial de Brest en direction de Saint-Denis.,"(18, 23)","(40, 51)"
Périples de Toulouse à Strasbourg.,"(12, 20)","(23, 33)"
Randonnée de Argenteuil jusqu'à Limoges.,"(13, 23)","(32, 39)"
Je projette de quitter Caen pour Paris.,"(23, 27)","(33, 38)"
Odyssée depuis Avignon en direction de Saint-Paul.,"(15, 22)","(39, 49)"
Je compte quitter Caen pour Saint-Paul.,"(18, 22)","(28, 38)"
Odyssée depuis Le Havre en direction de Rennes.,"(15, 23)","(40, 46)"
Je suis en route de Vitry-sur-Seine vers Amiens.,"(20, 35)","(41, 47)"
Mon départ est prévu de Saint-Denis à destination de Aix-en-Provence.,"(24, 35)","(53, 68)"
Je planifie un trajet de Toulon à Lyon.,"(25, 31)","(34, 38)"
Périples de Tourcoing à Aix-en-Provence.,"(12, 21)","(24, 39)"
J'envisage un déplacement de Vitry-sur-Seine à Toulouse.,"(29, 44)","(47, 55)"
Départ de Aix-en-Provence pour un voyage direct à Saint-Étienne.,"(10, 25)","(50, 63)"
Mon départ est prévu de Orléans à destination de Argenteuil.,"(24, 31)","(49, 59)"
Je vais de Le Mans à Le Havre.,"(11, 18)","(21, 29)"
Je projette de quitter Brest pour Nice.,"(23, 28)","(34, 38)"
Départ de Créteil à Saint-Étienne.,"(10, 17)","(20, 33)"
Je projette de quitter Roubaix pour Mulhouse.,"(23, 30)","(36, 44)"
Je planifie de me déplacer de Limoges vers Dunkerque.,"(30, 37)","(43, 52)"
J'envisage un déplacement de Saint-Paul à Caen.,"(29, 39)","(42, 46)"
Mon intention est de voyager de Marseille à Roubaix.,"(32, 41)","(44, 51)"
Je suis en route de Argenteuil vers Nice.,"(20, 30)","(36, 40)"
Trajet initial de Vitry-sur-Seine en direction de Bordeaux.,"(18, 33)","(50, 58)"
J'envisage un déplacement de Metz à Montreuil.,"(29, 33)","(36, 45)"
Je suis en route de Vitry-sur-Seine vers Villeurbanne.,"(20, 35)","(41, 53)"
Mon intention est de voyager de Aix-en-Provence à Orléans.,"(32, 47)","(50, 57)"
Promenade depuis Montpellier vers Nantes.,"(17, 28)","(34, 40)"
Course rapide de Dunkerque à Metz.,"(17, 26)","(29, 33)"
Je veux aller de Dunkerque à Nice.,"(17, 26)","(29, 33)"
Je m'apprête à partir de Nantes à Aix-en-Provence.,"(25, 31)","(34, 49)"
Je veux aller de Rennes à Nice.,"(17, 23)","(26, 30)"
Il est prévu que je me rende de Dijon à Metz.,"(32, 37)","(40, 44)"
Je vais partir de Saint-Paul à destination de Grenoble.,"(18, 28)","(46, 54)"
Je pars de Roubaix pour arriver à Toulouse.,"(11, 18)","(34, 42)"
Je suis en route de Aix-en-Provence vers Saint-Étienne.,"(20, 35)","(41, 54)"
Je planifie de me déplacer de Tours vers Clermont-Ferrand.,"(30, 35)","(41, 57)"
Mon itinéraire est de Perpignan à Nanterre.,"(22, 31)","(34, 42)"
Randonnée de Villeurbanne jusqu'à Angers.,"(13, 25)","(34, 40)"
Promenade depuis Montpellier vers Saint-Paul.,"(17, 28)","(34, 44)"
Trajet initial de Le Mans en direction de Saint-Denis.,"(18, 25)","(42, 53)"
Aventure de Argenteuil à Metz.,"(12, 22)","(25, 29)"
Départ de Lyon à Annecy.,"(10, 14)","(17, 23)"
Mon intention est de voyager de Tours à Brest.,"(32, 37)","(40, 45)"
Je planifie un trajet de Lyon à Tours.,"(25, 29)","(32, 37)"
Je commence mon périple à Strasbourg pour finir à Limoges.,"(26, 36)","(50, 57)"
Je vais partir de Vitry-sur-Seine à destination de Strasbourg.,"(18, 33)","(51, 61)"
Je projette de quitter Vitry-sur-Seine pour Caen.,"(23, 38)","(44, 48)"
Je compte quitter Nancy pour Toulon.,"(18, 23)","(29, 35)"
J'envisage un déplacement de Mulhouse à Clermont-Ferrand.,"(29, 37)","(40, 56)"
Je projette de quitter Le Mans pour Strasbourg.,"(23, 30)","(36, 46)"
Je souhaite me rendre de Dijon à Angers.,"(25, 30)","(33, 39)"
Je souhaite me rendre de Saint-Paul à Roubaix.,"(25, 35)","(38, 45)"
Départ de Paris pour un voyage direct à Brest.,"(10, 15)","(40, 45)"
Je souhaite me rendre de Dunkerque à Nancy.,"(25, 34)","(37, 42)"
Je m'apprête à partir de Angers à Argenteuil.,"(25, 31)","(34, 44)"
Trajet initial de Créteil en direction de Montreuil.,"(18, 25)","(42, 51)"
Escapade de Besançon à Aix-en-Provence.,"(12, 20)","(23, 38)"
J'envisage un déplacement de Le Havre à Toulouse.,"(29, 37)","(40, 48)"
Parti de Avignon pour atteindre Saint-Denis.,"(9, 16)","(32, 43)"
Trajet initial de Caen en direction de Créteil.,"(18, 22)","(39, 46)"
Mon départ est prévu de Montpellier à destination de Clermont-Ferrand.,"(24, 35)","(53, 69)"
Je suis en route de Villeurbanne vers Saint-Paul.,"(20, 32)","(38, 48)"
Voyage sans escale de Argenteuil à Marseille.,"(22, 32)","(35, 44)"
Je dois effectuer le trajet de Saint-Denis à Brest.,"(31, 42)","(45, 50)"
Trajet initial de Aix-en-Provence en direction de Poitiers.,"(18, 33)","(50, 58)"
Je pars de Caen pour arriver à Dunkerque.,"(11, 15)","(31, 40)"
Je prévois de voyager de Saint-Denis à Poitiers.,"(25, 36)","(39, 47)"
Course rapide de Annecy à Villeurbanne.,"(17, 23)","(26, 38)"
Périples de Mulhouse à Tourcoing.,"(12, 20)","(23, 32)"
Odyssée depuis Nîmes en direction de Saint-Denis.,"(15, 20)","(37, 48)"
Mon voyage débute à Marseille et se termine à Angers.,"(20, 29)","(46, 52)"
Mon départ est prévu de Montreuil à destination de Argenteuil.,"(24, 33)","(51, 61)"
Parti de Amiens pour atteindre Nîmes.,"(9, 15)","(31, 36)"
Mon voyage débute à Saint-Paul et se termine à Grenoble.,"(20, 30)","(47, 55)"
Je souhaite me rendre de Brest à Roubaix.,"(25, 30)","(33, 40)"
Je pars de Caen pour arriver à Vitry-sur-Seine.,"(11, 15)","(31, 46)"
Je compte quitter Le Mans pour Nice.,"(18, 25)","(31, 35)"
Je quitte Aix-en-Provence pour Montreuil.,"(10, 25)","(31, 40)"
Je vais partir de Nouméa à destination de Avignon.,"(18, 24)","(42, 49)"
Mon voyage débute à Bordeaux et se termine à Clermont-Ferrand.,"(20, 28)","(45, 61)"
Je pars de Marseille pour arriver à Montpellier.,"(11, 20)","(36, 47)"
Mon intention est de voyager de Reims à Rennes.,"(32, 37)","(40, 46)"
Je suis en route de Toulon vers Strasbourg.,"(20, 26)","(32, 42)"
Promenade depuis Grenoble vers Mulhouse.,"(17, 25)","(31, 39)"
Départ de Argenteuil pour un voyage direct à Orléans.,"(10, 20)","(45, 52)"
Odyssée depuis Marseille en direction de Saint-Paul.,"(15, 24)","(41, 51)"
Je vais de Rouen à Montreuil.,"(11, 16)","(19, 28)"
Départ de Saint-Étienne pour un voyage direct à Limoges.,"(10, 23)","(48, 55)"
Je vais de Nancy à Perpignan.,"(11, 16)","(19, 28)"
Mon itinéraire est de Grenoble à Lyon.,"(22, 30)","(33, 37)"
Je prévois de voyager de Roubaix à Nouméa.,"(25, 32)","(35, 41)"
Je quitte Le Havre pour Roubaix.,"(10, 18)","(24, 31)"
Je souhaite me rendre de Nice à Lille.,"(25, 29)","(32, 37)"
Je souhaite me rendre de Mulhouse à Lille.,"(25, 33)","(36, 41)"
Parti de Créteil pour atteindre Vitry-sur-Seine.,"(9, 16)","(32, 47)"
Je vais partir de Besançon à destination de Montpellier.,"(18, 26)","(44, 55)"
Je dois me déplacer de Nantes à Dunkerque.,"(23, 29)","(32, 41)"
Mon départ est prévu de Nice à destination de Villeurbanne.,"(24, 28)","(46, 58)"
Je vais partir de Villeurbanne à destination de Nice.,"(18, 30)","(48, 52)"
Je dois me déplacer de Vitry-sur-Seine à Dunkerque.,"(23, 38)","(41, 50)"
Je pars de Montreuil pour arriver à Grenoble.,"(11, 20)","(36, 44)"
Il est prévu que je me rende de Aix-en-Provence à Caen.,"(32, 47)","(50, 54)"
Je suis en route de Clermont-Ferrand vers Saint-Denis.,"(20, 36)","(42, 53)"
Je projette de quitter Saint-Denis pour Reims.,"(23, 34)","(40, 45)"
Il est prévu que je me rende de Caen à Lyon.,"(32, 36)","(39, 43)"
Je vais de Roubaix à Angers.,"(11, 18)","(21, 27)"
Je dois effectuer le trajet de Caen à Rouen.,"(31, 35)","(38, 43)"
Parti de Limoges pour atteindre Strasbourg.,"(9, 16)","(32, 42)"
Je projette de quitter Perpignan pour Angers.,"(23, 32)","(38, 44)"
Je dois effectuer le trajet de Saint-Paul à Vitry-sur-Seine.,"(31, 41)","(44, 59)"
Escapade de Reims à Boulogne-Billancourt.,"(12, 17)","(20, 40)"
Randonnée de Brest jusqu'à Montreuil.,"(13, 18)","(27, 36)"
Je commence mon périple à Marseille pour finir à Toulouse.,"(26, 35)","(49, 57)"
Aventure de Limoges à Reims.,"(12, 19)","(22, 27)"
Périples de Boulogne-Billancourt à Orléans.,"(12, 32)","(35, 42)"
Je souhaite me rendre de Poitiers à Lyon.,"(25, 33)","(36, 40)"
Je prévois de voyager de Nancy à Rouen.,"(25, 30)","(33, 38)"
Trajet initial de Amiens en direction de Rouen.,"(18, 24)","(41, 46)"
Départ de Strasbourg pour un voyage direct à Caen.,"(10, 20)","(45, 49)"
Course rapide de Toulon à Limoges.,"(17, 23)","(26, 33)"
Je souhaite me rendre de Toulouse à Angers.,"(25, 33)","(36, 42)"
Je dois effectuer le trajet de Avignon à Saint-Paul.,"(31, 38)","(41, 51)"
Je suis en route de Orléans vers Nanterre.,"(20, 27)","(33, 41)"
Odyssée depuis Amiens en direction de Aix-en-Provence.,"(15, 21)","(38, 53)"
Je quitte Orléans pour Aix-en-Provence.,"(10, 17)","(23, 38)"
Mon itinéraire est de Saint-Paul à Paris.,"(22, 32)","(35, 40)"
Randonnée de Saint-Paul jusqu'à Besançon.,"(13, 23)","(32, 40)"
Je vais partir de Lyon à destination de Saint-Étienne.,"(18, 22)","(40, 53)"
Parti de Annecy pour atteindre Le Havre.,"(9, 15)","(31, 39)"
Mon départ est prévu de Avignon à destination de Rennes.,"(24, 31)","(49, 55)"
J'envisage un déplacement de Angers à Dijon.,"(29, 35)","(38, 43)"
Aventure de Avignon à Boulogne-Billancourt.,"(12, 19)","(22, 42)"
Je quitte Le Havre pour Le Mans.,"(10, 18)","(24, 31)"
Trajet initial de Aix-en-Provence en direction de Tourcoing.,"(18, 33)","(50, 59)"
Je vais partir de Bordeaux à destination de Aix-en-Provence.,"(18, 26)","(44, 59)"
Départ de Nice pour un voyage direct à Metz.,"(10, 14)","(39, 43)"
Mon itinéraire est de Rennes à Villeurbanne.,"(22, 28)","(31, 43)"
Je m'apprête à partir de Montpellier à Angers.,"(25, 36)","(39, 45)"
Je projette de quitter Lille pour Annecy.,"(23, 28)","(34, 40)"
Je prévois de voyager de Toulon à Roubaix.,"(25, 31)","(34, 41)"
Départ de Nantes pour un voyage direct à Rennes.,"(10, 16)","(41, 47)"
Promenade depuis Grenoble vers Boulogne-Billancourt.,"(17, 25)","(31, 51)"
Mon voyage débute à Vitry-sur-Seine et se termine à Villeurbanne.,"(20, 35)","(52, 64)"
Je commence mon périple à Villeurbanne pour finir à Créteil.,"(26, 38)","(52, 59)"
Je m'apprête à partir de Poitiers à Nouméa.,"(25, 33)","(36, 42)"
Je commence mon périple à Lille pour finir à Rennes.,"(26, 31)","(45, 51)"
Je vais de Orléans à Le Mans.,"(11, 18)","(21, 28)"
Promenade depuis Clermont-Ferrand vers Avignon.,"(17, 33)","(39, 46)"
Mon départ est prévu de Villeurbanne à destination de Nancy.,"(24, 36)","(54, 59)"
